epoch,epochs,mode,lr,batch_count,loss_rul,adv_loss,fea_loss,out_loss,latent_loss,recon_loss,smooth_loss,decor_loss,mono_loss,latent_factor,mono_factor,rmse,ema_rmse,selected_rmse,best_rmse,eval_all_rmse,eval_best_rmse,eval_best_epoch,eval_best_source,is_best,best_source,bad_epochs,epoch_time_sec,elapsed_sec
64,240,latent no-align,0.001,148,0.0040294112042976995,0.0,0.0,0.0,0.0023113859257333585,0.03621337736478528,0.04273473393373393,0.1530913126629752,1.3113493233086538e-05,1.0,1.0,46.32898098536476,,46.32898098536476,23.387625201745514,46.23564283484756,23.27963009705373,36,raw,0,raw,27,23.60467980057001,1077.3477448225021
65,240,latent no-align,0.001,148,0.0038595462038584455,0.0,0.0,0.0,0.002242742811103125,0.035366822285829366,0.042733386158943176,0.1506420719261105,1.323290247627655e-05,1.0,1.0,46.609534696819495,,46.609534696819495,23.387625201745514,,23.27963009705373,36,raw,0,raw,28,12.17870631068945,1089.529774915427
66,240,latent no-align,0.001,148,0.003935848211718572,0.0,0.0,0.0,0.002229188837903879,0.035912776869293804,0.04328926730699636,0.14772701213085973,1.3508044146972778e-05,1.0,1.0,45.339192146825056,,45.339192146825056,23.387625201745514,,23.27963009705373,36,raw,0,raw,29,13.867218252271414,1103.4001883268356
67,240,latent no-align,0.001,148,0.0038391028851824435,0.0,0.0,0.0,0.00219898928913313,0.03568176283324893,0.04324061589667926,0.1451640065658737,1.3251791667268688e-05,1.0,1.0,45.847117867190555,,45.847117867190555,23.387625201745514,,23.27963009705373,36,raw,0,raw,30,12.021427061408758,1115.424859073013
68,240,latent no-align,0.001,148,0.003863273122398233,0.0,0.0,0.0,0.002170287195366581,0.0357921528755813,0.04371163050165853,0.14420677953072497,1.3337784483499834e-05,1.0,1.0,45.90706910554241,,45.90706910554241,23.387625201745514,,23.27963009705373,36,raw,0,raw,31,11.237853858619928,1126.6659282185137
69,240,latent no-align,0.001,148,0.00373246701201424,0.0,0.0,0.0,0.002139198873821344,0.03515206274853365,0.0433000646078506,0.14246923063655156,1.3232695805896043e-05,1.0,1.0,45.32507532979019,,45.32507532979019,23.387625201745514,45.23966313483979,23.27963009705373,36,raw,0,raw,32,21.170334115624428,1147.8394385389984
70,240,latent no-align,0.001,148,0.0037294932817285124,0.0,0.0,0.0,0.002126983135649179,0.035449509735445715,0.04360215305476575,0.14022314618970896,1.3338212111930998e-05,1.0,1.0,44.9706286335122,,44.9706286335122,23.387625201745514,,23.27963009705373,36,raw,0,raw,33,11.277390964329243,1159.1198792494833
71,240,latent no-align,0.001,148,0.003708033087801792,0.0,0.0,0.0,0.0021384466043044186,0.036495004352685566,0.04370095686533967,0.13806500225453763,1.3338607594640643e-05,1.0,1.0,44.47237458513412,,44.47237458513412,23.387625201745514,,23.27963009705373,36,raw,0,raw,34,12.617003969848156,1171.7400546334684
72,240,latent no-align,0.001,148,0.0036558804929734687,0.0,0.0,0.0,0.0021306405117659756,0.036936550300467656,0.04409353729538821,0.13542353643758878,1.317591080363412e-05,1.0,1.0,44.47907598029475,,44.47907598029475,23.387625201745514,,23.27963009705373,36,raw,0,raw,35,11.41909859329462,1183.1623504422605
73,240,latent no-align,0.001,148,0.0035987791268633227,0.0,0.0,0.0,0.0021120187703746597,0.03716939055939784,0.04452988923200079,0.13368421863462474,1.319688239950542e-05,1.0,1.0,43.62475532014818,,43.62475532014818,23.387625201745514,,23.27963009705373,36,raw,0,raw,36,11.342034183442593,1194.5075693205
74,240,latent no-align,0.001,148,0.0036208640919318676,0.0,0.0,0.0,0.002112047726326194,0.037227411225840855,0.04487025017875272,0.13039416205641385,1.3156993098754037e-05,1.0,1.0,44.0181887536005,,44.0181887536005,23.387625201745514,43.904596012130845,23.27963009705373,36,raw,0,raw,37,28.880124229937792,1223.3908499777317
75,240,latent no-align,0.001,148,0.003556785950865093,0.0,0.0,0.0,0.002081545555926356,0.03688945699281789,0.0450321059371974,0.12980408599046436,1.328661874509094e-05,1.0,1.0,43.78031847258056,,43.78031847258056,23.387625201745514,,23.27963009705373,36,raw,0,raw,38,16.60743498429656,1240.0015712603927
76,240,latent no-align,0.001,148,0.0035578260431066155,0.0,0.0,0.0,0.002059432986267918,0.03634127745455181,0.04529300926102174,0.13014476605363795,1.3316415696543708e-05,1.0,1.0,44.19922551816352,,44.19922551816352,23.387625201745514,,23.27963009705373,36,raw,0,raw,39,13.6238480694592,1253.6286543793976
